Name,Ingredients,Level,FoodType,ImageSrc
"Chicken wings, agrodolce-style",4 cloves of garlic 3 large red onions 1 fresh red chilli 16 free-range chicken wings 1 small handful of raisins olive oil 1 x 400 g tin of quality plum tomatoes balsamic vinegar runny honey 2 sprigs of fresh rosemary 4 cloves of garlic 3 large red onions 1 fresh red chilli 16 free-range chicken wings 1 small handful of raisins olive oil 1 x 400 g tin of quality plum tomatoes balsamic vinegar runny honey 2 sprigs of fresh rosemary 4 cloves of garlic 3 large red onions 1 fresh red chilli 16 free-range chicken wings 1 small handful of raisins olive oil 1 x 400 g tin of quality plum tomatoes balsamic vinegar runny honey 2 sprigs of fresh rosemary 4 cloves of garlic 3 large red onions 1 fresh red chilli 16 free-range chicken wings 1 small handful of raisins olive oil 1 x 400 g tin of quality plum tomatoes balsamic vinegar runny honey 2 sprigs of fresh rosemary,not-too-tricky,chicken,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Southern Italian-style chicken,4 small red onions 1 bulb of fennel olive oil 1 teaspoon chilli flakes 1 tesapoon fennel seeds 1 pinch of ground cinnamon 1 pinch of saffron 4 free-range chicken thighs 4 free-range drumsticks 1 x 400 g tin of plum tomatoes 2 fresh bay leaves 2 preserved lemons 2 fresh tomatoes 1 small handful of black olives (stone in) 300 g couscous a few sprigs of fresh coriander 4 small red onions 1 bulb of fennel olive oil 1 teaspoon chilli flakes 1 tesapoon fennel seeds 1 pinch of ground cinnamon 1 pinch of saffron 4 free-range chicken thighs 4 free-range drumsticks 1 x 400 g tin of plum tomatoes 2 fresh bay leaves 2 preserved lemons 2 fresh tomatoes 1 small handful of black olives (stone in) 300 g couscous a few sprigs of fresh coriander 4 small red onions 1 bulb of fennel olive oil 1 teaspoon chilli flakes 1 tesapoon fennel seeds 1 pinch of ground cinnamon 1 pinch of saffron 4 free-range chicken thighs 4 free-range drumsticks 1 x 400 g tin of plum tomatoes 2 fresh bay leaves 2 preserved lemons 2 fresh tomatoes 1 small handful of black olives (stone in) 300 g couscous a few sprigs of fresh coriander 4 small red onions 1 bulb of fennel olive oil 1 teaspoon chilli flakes 1 tesapoon fennel seeds 1 pinch of ground cinnamon 1 pinch of saffron 4 free-range chicken thighs 4 free-range drumsticks 1 x 400 g tin of plum tomatoes 2 fresh bay leaves 2 preserved lemons 2 fresh tomatoes 1 small handful of black olives (stone in) 300 g couscous a few sprigs of fresh coriander,not-too-tricky,chicken,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Jamie's sweet & sour chicken,"4 free-range chicken thighs, skin on, bone in 2 teaspoons Chinese five-spice powder olive oil 1 fresh red chilli 3cm piece of ginger 1 bunch of spring onions 4 cloves of garlic 2 tablespoons runny honey 6 ripe plums 8 tablespoons rice wine vinegar 2 tablespoons low-salt soy sauce sesame oil 300 g free-range medium egg noodles 200 g sugar-snap peas or mangetout 125 g baby spinach 1 jasmine tea bag ¼ of a bunch of fresh mixed soft herbs 1 lime 4 free-range chicken thighs, skin on, bone in 2 teaspoons Chinese five-spice powder olive oil 1 fresh red chilli 3cm piece of ginger 1 bunch of spring onions 4 cloves of garlic 2 tablespoons runny honey 6 ripe plums 8 tablespoons rice wine vinegar 2 tablespoons low-salt soy sauce sesame oil 300 g free-range medium egg noodles 200 g sugar-snap peas or mangetout 125 g baby spinach 1 jasmine tea bag ¼ of a bunch of fresh mixed soft herbs 1 lime 4 free-range chicken thighs, skin on, bone in 2 teaspoons Chinese five-spice powder olive oil 1 fresh red chilli 3cm piece of ginger 1 bunch of spring onions 4 cloves of garlic 2 tablespoons runny honey 6 ripe plums 8 tablespoons rice wine vinegar 2 tablespoons low-salt soy sauce sesame oil 300 g free-range medium egg noodles 200 g sugar-snap peas or mangetout 125 g baby spinach 1 jasmine tea bag ¼ of a bunch of fresh mixed soft herbs 1 lime 4 free-range chicken thighs, skin on, bone in 2 teaspoons Chinese five-spice powder olive oil 1 fresh red chilli 3cm piece of ginger 1 bunch of spring onions 4 cloves of garlic 2 tablespoons runny honey 6 ripe plums 8 tablespoons rice wine vinegar 2 tablespoons low-salt soy sauce sesame oil 300 g free-range medium egg noodles 200 g sugar-snap peas or mangetout 125 g baby spinach 1 jasmine tea bag ¼ of a bunch of fresh mixed soft herbs 1 lime",not-too-tricky,chicken,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Roasted root vegetable & squash stew with herby couscous,½ a butternut squash 1 sweet potato 2 carrots ½ a small celeriac olive oil 1 splash of red wine vinegar 1 teaspoon dried thyme 1 red onion 1 sprig of fresh rosemary 1 fresh bay leaf 1 tablespoon plain flour 1 tablespoon tomato purée 1 x 400 g tin plum tomatoes 500 ml hot organic vegetable stock HERBY COUSCOUS 50 g couscous a few sprigs of fresh flat-leaf parsley ½ a lemon ½ a butternut squash 1 sweet potato 2 carrots ½ a small celeriac olive oil 1 splash of red wine vinegar 1 teaspoon dried thyme 1 red onion 1 sprig of fresh rosemary 1 fresh bay leaf 1 tablespoon plain flour 1 tablespoon tomato purée 1 x 400 g tin plum tomatoes 500 ml hot organic vegetable stock HERBY COUSCOUS 50 g couscous a few sprigs of fresh flat-leaf parsley ½ a lemon ½ a butternut squash 1 sweet potato 2 carrots ½ a small celeriac olive oil 1 splash of red wine vinegar 1 teaspoon dried thyme 1 red onion 1 sprig of fresh rosemary 1 fresh bay leaf 1 tablespoon plain flour 1 tablespoon tomato purée 1 x 400 g tin plum tomatoes 500 ml hot organic vegetable stock HERBY COUSCOUS 50 g couscous a few sprigs of fresh flat-leaf parsley ½ a lemon ½ a butternut squash 1 sweet potato 2 carrots ½ a small celeriac olive oil 1 splash of red wine vinegar 1 teaspoon dried thyme 1 red onion 1 sprig of fresh rosemary 1 fresh bay leaf 1 tablespoon plain flour 1 tablespoon tomato purée 1 x 400 g tin plum tomatoes 500 ml hot organic vegetable stock HERBY COUSCOUS 50 g couscous a few sprigs of fresh flat-leaf parsley ½ a lemon,not-too-tricky,vegetables,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Salt & pepper tofu skewers,6 shallots 1 bunch of spring onions 2-3 fresh red chillies 8 cloves of garlic 5cm piece of fresh ginger groundnut oil 4 tablespoons black peppercorns 1 tablespoon Szechuan peppercorns 2 teaspoons coriander seeds 1 teaspoon sea salt flakes 4 tablespoons soy sauce 3 tablespoons light brown sugar 750 g firm tofu 1 cucumber ½ a bunch of fresh coriander 2 tablespoons rice wine vinegar 6 shallots 1 bunch of spring onions 2-3 fresh red chillies 8 cloves of garlic 5cm piece of fresh ginger groundnut oil 4 tablespoons black peppercorns 1 tablespoon Szechuan peppercorns 2 teaspoons coriander seeds 1 teaspoon sea salt flakes 4 tablespoons soy sauce 3 tablespoons light brown sugar 750 g firm tofu 1 cucumber ½ a bunch of fresh coriander 2 tablespoons rice wine vinegar 6 shallots 1 bunch of spring onions 2-3 fresh red chillies 8 cloves of garlic 5cm piece of fresh ginger groundnut oil 4 tablespoons black peppercorns 1 tablespoon Szechuan peppercorns 2 teaspoons coriander seeds 1 teaspoon sea salt flakes 4 tablespoons soy sauce 3 tablespoons light brown sugar 750 g firm tofu 1 cucumber ½ a bunch of fresh coriander 2 tablespoons rice wine vinegar 6 shallots 1 bunch of spring onions 2-3 fresh red chillies 8 cloves of garlic 5cm piece of fresh ginger groundnut oil 4 tablespoons black peppercorns 1 tablespoon Szechuan peppercorns 2 teaspoons coriander seeds 1 teaspoon sea salt flakes 4 tablespoons soy sauce 3 tablespoons light brown sugar 750 g firm tofu 1 cucumber ½ a bunch of fresh coriander 2 tablespoons rice wine vinegar,not-too-tricky,uncategorised,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Sri Lankan-style monkfish curry,"500 g monkfish , skinned, deboned (your fishmonger can do this for you), from sustainable sources 1 teaspoon ground turmeric 2 limes 200 g brown rice 1 x 400 ml tin of light coconut milk SAUCE 2 onions 2 cloves of garlic 5cm piece of ginger 2 fresh green chillies 10 ripe medium tomatoes, on the vine groundnut oil 1 small handful of fresh curry leaves 3 cardamom pods 2 teaspoons brown mustard seeds 1 teaspoon cumin seeds 1 teaspoon fenugreek seeds ½ teaspoon ground turmeric 1 knob of tamarind paste or 1 teaspoon tamarind syrup 500 g monkfish , skinned, deboned (your fishmonger can do this for you), from sustainable sources 1 teaspoon ground turmeric 2 limes 200 g brown rice 1 x 400 ml tin of light coconut milk SAUCE 2 onions 2 cloves of garlic 5cm piece of ginger 2 fresh green chillies 10 ripe medium tomatoes, on the vine groundnut oil 1 small handful of fresh curry leaves 3 cardamom pods 2 teaspoons brown mustard seeds 1 teaspoon cumin seeds 1 teaspoon fenugreek seeds ½ teaspoon ground turmeric 1 knob of tamarind paste or 1 teaspoon tamarind syrup 500 g monkfish , skinned, deboned (your fishmonger can do this for you), from sustainable sources 1 teaspoon ground turmeric 2 limes 200 g brown rice 1 x 400 ml tin of light coconut milk SAUCE 2 onions 2 cloves of garlic 5cm piece of ginger 2 fresh green chillies 10 ripe medium tomatoes, on the vine groundnut oil 1 small handful of fresh curry leaves 3 cardamom pods 2 teaspoons brown mustard seeds 1 teaspoon cumin seeds 1 teaspoon fenugreek seeds ½ teaspoon ground turmeric 1 knob of tamarind paste or 1 teaspoon tamarind syrup 500 g monkfish , skinned, deboned (your fishmonger can do this for you), from sustainable sources 1 teaspoon ground turmeric 2 limes 200 g brown rice 1 x 400 ml tin of light coconut milk SAUCE 2 onions 2 cloves of garlic 5cm piece of ginger 2 fresh green chillies 10 ripe medium tomatoes, on the vine groundnut oil 1 small handful of fresh curry leaves 3 cardamom pods 2 teaspoons brown mustard seeds 1 teaspoon cumin seeds 1 teaspoon fenugreek seeds ½ teaspoon ground turmeric 1 knob of tamarind paste or 1 teaspoon tamarind syrup",not-too-tricky,fish,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
"Baked sweet potatoes, avocado & queso fresco",4 sweet potatoes olive oil 2 ripe avocados 1-2 limes 1 handful of pumpkin seeds 150 g Mexican queso fresco or Spanish manchego 4 sweet potatoes olive oil 2 ripe avocados 1-2 limes 1 handful of pumpkin seeds 150 g Mexican queso fresco or Spanish manchego 4 sweet potatoes olive oil 2 ripe avocados 1-2 limes 1 handful of pumpkin seeds 150 g Mexican queso fresco or Spanish manchego 4 sweet potatoes olive oil 2 ripe avocados 1-2 limes 1 handful of pumpkin seeds 150 g Mexican queso fresco or Spanish manchego,not-too-tricky,vegetables,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Lemon sole with chipotle & ancho chilli recado,"4 lemon sole or dab fillets , skin on, from sustainable sources 1 lime CHIPOTLE & ANCHO CHILLI RECADO 4 cloves of garlic 2 dried chipotle chillies 2 dried ancho chillies 1½ tablespoon dried oregano ½ a lime CHUNKY AVOCADO & CHERRY TOMATO SALAD 14 ripe cherry tomatoes 1 Lebanese cucumber 3 spring onions 1 ripe avocado extra virgin olive oil 1 lime 4 lemon sole or dab fillets , skin on, from sustainable sources 1 lime CHIPOTLE & ANCHO CHILLI RECADO 4 cloves of garlic 2 dried chipotle chillies 2 dried ancho chillies 1½ tablespoon dried oregano ½ a lime CHUNKY AVOCADO & CHERRY TOMATO SALAD 14 ripe cherry tomatoes 1 Lebanese cucumber 3 spring onions 1 ripe avocado extra virgin olive oil 1 lime 4 lemon sole or dab fillets , skin on, from sustainable sources 1 lime CHIPOTLE & ANCHO CHILLI RECADO 4 cloves of garlic 2 dried chipotle chillies 2 dried ancho chillies 1½ tablespoon dried oregano ½ a lime CHUNKY AVOCADO & CHERRY TOMATO SALAD 14 ripe cherry tomatoes 1 Lebanese cucumber 3 spring onions 1 ripe avocado extra virgin olive oil 1 lime 4 lemon sole or dab fillets , skin on, from sustainable sources 1 lime CHIPOTLE & ANCHO CHILLI RECADO 4 cloves of garlic 2 dried chipotle chillies 2 dried ancho chillies 1½ tablespoon dried oregano ½ a lime CHUNKY AVOCADO & CHERRY TOMATO SALAD 14 ripe cherry tomatoes 1 Lebanese cucumber 3 spring onions 1 ripe avocado extra virgin olive oil 1 lime",not-too-tricky,fish,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Chilli chicken with drunken pinto beans,"1 whole free-range chicken , butterflied (ask your butcher to do this) ADOBO-STYLE RECADO 3 ripe plum tomatoes 6 cloves of garlic 2 dried chipotle chillies 4 dried guajillo chillies 4 dried ancho chillies 1 tablespoon dried oregano 10 allspice berries 4 whole cloves 1 teaspoon cumin seeds 1 teaspoon ground cinnamon 100 ml cider vinegar 2 limes DRUNKEN PINTO BEANS 1 white onion 6 cloves of garlic 2 fresh jalapeño chillies olive oil 2-3 fresh bay leaves 2 ripe plum tomatoes 2 x 400 g tins pinto beans 1 x 330 ml bottle lager-style or dark Mexican beer, depending on your preference 6 sprigs of fresh coriander 1 whole free-range chicken , butterflied (ask your butcher to do this) ADOBO-STYLE RECADO 3 ripe plum tomatoes 6 cloves of garlic 2 dried chipotle chillies 4 dried guajillo chillies 4 dried ancho chillies 1 tablespoon dried oregano 10 allspice berries 4 whole cloves 1 teaspoon cumin seeds 1 teaspoon ground cinnamon 100 ml cider vinegar 2 limes DRUNKEN PINTO BEANS 1 white onion 6 cloves of garlic 2 fresh jalapeño chillies olive oil 2-3 fresh bay leaves 2 ripe plum tomatoes 2 x 400 g tins pinto beans 1 x 330 ml bottle lager-style or dark Mexican beer, depending on your preference 6 sprigs of fresh coriander 1 whole free-range chicken , butterflied (ask your butcher to do this) ADOBO-STYLE RECADO 3 ripe plum tomatoes 6 cloves of garlic 2 dried chipotle chillies 4 dried guajillo chillies 4 dried ancho chillies 1 tablespoon dried oregano 10 allspice berries 4 whole cloves 1 teaspoon cumin seeds 1 teaspoon ground cinnamon 100 ml cider vinegar 2 limes DRUNKEN PINTO BEANS 1 white onion 6 cloves of garlic 2 fresh jalapeño chillies olive oil 2-3 fresh bay leaves 2 ripe plum tomatoes 2 x 400 g tins pinto beans 1 x 330 ml bottle lager-style or dark Mexican beer, depending on your preference 6 sprigs of fresh coriander 1 whole free-range chicken , butterflied (ask your butcher to do this) ADOBO-STYLE RECADO 3 ripe plum tomatoes 6 cloves of garlic 2 dried chipotle chillies 4 dried guajillo chillies 4 dried ancho chillies 1 tablespoon dried oregano 10 allspice berries 4 whole cloves 1 teaspoon cumin seeds 1 teaspoon ground cinnamon 100 ml cider vinegar 2 limes DRUNKEN PINTO BEANS 1 white onion 6 cloves of garlic 2 fresh jalapeño chillies olive oil 2-3 fresh bay leaves 2 ripe plum tomatoes 2 x 400 g tins pinto beans 1 x 330 ml bottle lager-style or dark Mexican beer, depending on your preference 6 sprigs of fresh coriander",not-too-tricky,chicken,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Spring chicken & citrus stew,1 large free-range chicken olive oil 6 cloves of garlic 1 large onion 1 bulb of fennel 1 leek 1 handful of asparagus spears 1 handful of fresh peas 1 handful of broad beans ½ a bunch of fresh flat-leaf parsley ½ a bunch of fresh dill a few sprigs of fresh tarragon 600 ml organic chicken stock 1 large handful of green olives 1 handful of tinned cannellini beans 2 lemons 2 large free-range eggs 2 tablespoons natural yoghurt extra virgin olive oil Parmesan cheese 1 large free-range chicken olive oil 6 cloves of garlic 1 large onion 1 bulb of fennel 1 leek 1 handful of asparagus spears 1 handful of fresh peas 1 handful of broad beans ½ a bunch of fresh flat-leaf parsley ½ a bunch of fresh dill a few sprigs of fresh tarragon 600 ml organic chicken stock 1 large handful of green olives 1 handful of tinned cannellini beans 2 lemons 2 large free-range eggs 2 tablespoons natural yoghurt extra virgin olive oil Parmesan cheese 1 large free-range chicken olive oil 6 cloves of garlic 1 large onion 1 bulb of fennel 1 leek 1 handful of asparagus spears 1 handful of fresh peas 1 handful of broad beans ½ a bunch of fresh flat-leaf parsley ½ a bunch of fresh dill a few sprigs of fresh tarragon 600 ml organic chicken stock 1 large handful of green olives 1 handful of tinned cannellini beans 2 lemons 2 large free-range eggs 2 tablespoons natural yoghurt extra virgin olive oil Parmesan cheese 1 large free-range chicken olive oil 6 cloves of garlic 1 large onion 1 bulb of fennel 1 leek 1 handful of asparagus spears 1 handful of fresh peas 1 handful of broad beans ½ a bunch of fresh flat-leaf parsley ½ a bunch of fresh dill a few sprigs of fresh tarragon 600 ml organic chicken stock 1 large handful of green olives 1 handful of tinned cannellini beans 2 lemons 2 large free-range eggs 2 tablespoons natural yoghurt extra virgin olive oil Parmesan cheese,not-too-tricky,chicken,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Simple veggie & tofu stir-fry,"2 tablespoons cashew nuts 3 tablespoons sesame seeds 175 g firm tofu 1 teaspoon cornflour vegetable oil runny honey 2 cloves of garlic 5 cm piece of ginger 4 spring onions 2 fresh red chillies , optional ½ a head of broccoli ½ a red pepper 4 baby sweetcorn 80 g sweetcorn 1 lime low-salt soy sauce 2 tablespoons cashew nuts 3 tablespoons sesame seeds 175 g firm tofu 1 teaspoon cornflour vegetable oil runny honey 2 cloves of garlic 5 cm piece of ginger 4 spring onions 2 fresh red chillies , optional ½ a head of broccoli ½ a red pepper 4 baby sweetcorn 80 g sweetcorn 1 lime low-salt soy sauce 2 tablespoons cashew nuts 3 tablespoons sesame seeds 175 g firm tofu 1 teaspoon cornflour vegetable oil runny honey 2 cloves of garlic 5 cm piece of ginger 4 spring onions 2 fresh red chillies , optional ½ a head of broccoli ½ a red pepper 4 baby sweetcorn 80 g sweetcorn 1 lime low-salt soy sauce 2 tablespoons cashew nuts 3 tablespoons sesame seeds 175 g firm tofu 1 teaspoon cornflour vegetable oil runny honey 2 cloves of garlic 5 cm piece of ginger 4 spring onions 2 fresh red chillies , optional ½ a head of broccoli ½ a red pepper 4 baby sweetcorn 80 g sweetcorn 1 lime low-salt soy sauce",not-too-tricky,vegetables,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Mustard chicken Milanese,"4 x 120 g free-range chicken breasts 4 tablespoons English mustard powder , plus 4 teaspoons 50 g mature Cheddar cheese 4 slices of higher-welfare smoked ham 4 tablespoons plain flour 7 large free-range eggs 200 g breadcrumbs olive oil 1 eating apple 2 medium beetroot 1 tablespoon cider vinegar extra virgin olive oil 100 g watercress 12 cornichons 4 x 120 g free-range chicken breasts 4 tablespoons English mustard powder , plus 4 teaspoons 50 g mature Cheddar cheese 4 slices of higher-welfare smoked ham 4 tablespoons plain flour 7 large free-range eggs 200 g breadcrumbs olive oil 1 eating apple 2 medium beetroot 1 tablespoon cider vinegar extra virgin olive oil 100 g watercress 12 cornichons 4 x 120 g free-range chicken breasts 4 tablespoons English mustard powder , plus 4 teaspoons 50 g mature Cheddar cheese 4 slices of higher-welfare smoked ham 4 tablespoons plain flour 7 large free-range eggs 200 g breadcrumbs olive oil 1 eating apple 2 medium beetroot 1 tablespoon cider vinegar extra virgin olive oil 100 g watercress 12 cornichons 4 x 120 g free-range chicken breasts 4 tablespoons English mustard powder , plus 4 teaspoons 50 g mature Cheddar cheese 4 slices of higher-welfare smoked ham 4 tablespoons plain flour 7 large free-range eggs 200 g breadcrumbs olive oil 1 eating apple 2 medium beetroot 1 tablespoon cider vinegar extra virgin olive oil 100 g watercress 12 cornichons",not-too-tricky,chicken,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Red mullet with jewelled wild rice,"4 x 250 g whole red mullet , scaled and gutted, from sustainable sources ½ a bunch of fresh lemon thyme , (15g) 4 slices of higher-welfare thin-cut smoked pancetta olive oil JEWELLED WILD RICE 300 g mixed wild rice 1 pomegranate ½ a bunch of fresh mint , (15g) ½ a bunch of fresh flat-leaf parsley , (15g) 1 lemon extra virgin olive oil TAPENADE ½ x 295 g jar of black olives , (stone in) 1 small clove of garlic 1 pinch of dried chilli flakes 1 pinch of fennel seeds 20 g blanched almonds 1 sundried tomato extra virgin olive oil 4 x 250 g whole red mullet , scaled and gutted, from sustainable sources ½ a bunch of fresh lemon thyme , (15g) 4 slices of higher-welfare thin-cut smoked pancetta olive oil JEWELLED WILD RICE 300 g mixed wild rice 1 pomegranate ½ a bunch of fresh mint , (15g) ½ a bunch of fresh flat-leaf parsley , (15g) 1 lemon extra virgin olive oil TAPENADE ½ x 295 g jar of black olives , (stone in) 1 small clove of garlic 1 pinch of dried chilli flakes 1 pinch of fennel seeds 20 g blanched almonds 1 sundried tomato extra virgin olive oil 4 x 250 g whole red mullet , scaled and gutted, from sustainable sources ½ a bunch of fresh lemon thyme , (15g) 4 slices of higher-welfare thin-cut smoked pancetta olive oil JEWELLED WILD RICE 300 g mixed wild rice 1 pomegranate ½ a bunch of fresh mint , (15g) ½ a bunch of fresh flat-leaf parsley , (15g) 1 lemon extra virgin olive oil TAPENADE ½ x 295 g jar of black olives , (stone in) 1 small clove of garlic 1 pinch of dried chilli flakes 1 pinch of fennel seeds 20 g blanched almonds 1 sundried tomato extra virgin olive oil 4 x 250 g whole red mullet , scaled and gutted, from sustainable sources ½ a bunch of fresh lemon thyme , (15g) 4 slices of higher-welfare thin-cut smoked pancetta olive oil JEWELLED WILD RICE 300 g mixed wild rice 1 pomegranate ½ a bunch of fresh mint , (15g) ½ a bunch of fresh flat-leaf parsley , (15g) 1 lemon extra virgin olive oil TAPENADE ½ x 295 g jar of black olives , (stone in) 1 small clove of garlic 1 pinch of dried chilli flakes 1 pinch of fennel seeds 20 g blanched almonds 1 sundried tomato extra virgin olive oil",not-too-tricky,fish,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Fried clams with Thai rice noodles,"1 kg clams , from sustainable sources 220 g Thai rice noodles 5cm piece of galangal or ginger 1 shallot 6 red Bird’s eye chillies ½ a bunch of fresh coriander olive oil 2 tablespoons Thai red chilli paste 3 lime leaves 1 tablespoon rice vinegar 2 teaspoons fish sauce 2 limes 1 kg clams , from sustainable sources 220 g Thai rice noodles 5cm piece of galangal or ginger 1 shallot 6 red Bird’s eye chillies ½ a bunch of fresh coriander olive oil 2 tablespoons Thai red chilli paste 3 lime leaves 1 tablespoon rice vinegar 2 teaspoons fish sauce 2 limes 1 kg clams , from sustainable sources 220 g Thai rice noodles 5cm piece of galangal or ginger 1 shallot 6 red Bird’s eye chillies ½ a bunch of fresh coriander olive oil 2 tablespoons Thai red chilli paste 3 lime leaves 1 tablespoon rice vinegar 2 teaspoons fish sauce 2 limes 1 kg clams , from sustainable sources 220 g Thai rice noodles 5cm piece of galangal or ginger 1 shallot 6 red Bird’s eye chillies ½ a bunch of fresh coriander olive oil 2 tablespoons Thai red chilli paste 3 lime leaves 1 tablespoon rice vinegar 2 teaspoons fish sauce 2 limes",not-too-tricky,seafood,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Ham & peas,3 higher-welfare ham hocks (roughly 2.3kg in total) 2 leeks 1 stick of celery 3 carrots olive oil 2 fresh bay leaves 100 g pearl barley 1 litre organic chicken stock 400 g frozen peas ½ a bunch of fresh curly parsley 1 heaped tablespoon mint sauce 3 higher-welfare ham hocks (roughly 2.3kg in total) 2 leeks 1 stick of celery 3 carrots olive oil 2 fresh bay leaves 100 g pearl barley 1 litre organic chicken stock 400 g frozen peas ½ a bunch of fresh curly parsley 1 heaped tablespoon mint sauce 3 higher-welfare ham hocks (roughly 2.3kg in total) 2 leeks 1 stick of celery 3 carrots olive oil 2 fresh bay leaves 100 g pearl barley 1 litre organic chicken stock 400 g frozen peas ½ a bunch of fresh curly parsley 1 heaped tablespoon mint sauce 3 higher-welfare ham hocks (roughly 2.3kg in total) 2 leeks 1 stick of celery 3 carrots olive oil 2 fresh bay leaves 100 g pearl barley 1 litre organic chicken stock 400 g frozen peas ½ a bunch of fresh curly parsley 1 heaped tablespoon mint sauce,not-too-tricky,pork,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Yellow split pea & aubergine stew,"1 pinch of saffron threads 1 large onion 1 tablespoon tomato purée 4 tablespoons vegetable oil , plus extra for frying 1 teaspoon ground cinnamon 1 teaspoon ground turmeric 1 teaspoon ground cumin 1 x 400 g tin of chopped tomatoes 250 g yellow split peas 3 dried limes (see tip) 1 large aubergine 10 g unsalted butter 100 g dried barberries (see tip) 1 pinch of saffron threads 1 large onion 1 tablespoon tomato purée 4 tablespoons vegetable oil , plus extra for frying 1 teaspoon ground cinnamon 1 teaspoon ground turmeric 1 teaspoon ground cumin 1 x 400 g tin of chopped tomatoes 250 g yellow split peas 3 dried limes (see tip) 1 large aubergine 10 g unsalted butter 100 g dried barberries (see tip) 1 pinch of saffron threads 1 large onion 1 tablespoon tomato purée 4 tablespoons vegetable oil , plus extra for frying 1 teaspoon ground cinnamon 1 teaspoon ground turmeric 1 teaspoon ground cumin 1 x 400 g tin of chopped tomatoes 250 g yellow split peas 3 dried limes (see tip) 1 large aubergine 10 g unsalted butter 100 g dried barberries (see tip) 1 pinch of saffron threads 1 large onion 1 tablespoon tomato purée 4 tablespoons vegetable oil , plus extra for frying 1 teaspoon ground cinnamon 1 teaspoon ground turmeric 1 teaspoon ground cumin 1 x 400 g tin of chopped tomatoes 250 g yellow split peas 3 dried limes (see tip) 1 large aubergine 10 g unsalted butter 100 g dried barberries (see tip)",not-too-tricky,vegetables,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Chicken & spring green bun cha,100 g frozen edamame beans 1 stick of lemongrass 5 cm piece of ginger 1 large fresh red chilli 1½ tablespoons sesame oil 1 tablespoon low-salt soy sauce 2 tablespoons runny honey 2 tablespoons hoisin sauce 2 limes 4 free-range skinless chicken thighs 1 tablespoon rice wine vinegar 1 x 225 g packet of vermicelli 2 large shallots 2 spring onions ½ a bunch of fresh Thai basil ½ a bunch of fresh mint 3 tablespoons vegetable oil 200 g baby spinach 150 g broad beans 100 g frozen edamame beans 1 stick of lemongrass 5 cm piece of ginger 1 large fresh red chilli 1½ tablespoons sesame oil 1 tablespoon low-salt soy sauce 2 tablespoons runny honey 2 tablespoons hoisin sauce 2 limes 4 free-range skinless chicken thighs 1 tablespoon rice wine vinegar 1 x 225 g packet of vermicelli 2 large shallots 2 spring onions ½ a bunch of fresh Thai basil ½ a bunch of fresh mint 3 tablespoons vegetable oil 200 g baby spinach 150 g broad beans 100 g frozen edamame beans 1 stick of lemongrass 5 cm piece of ginger 1 large fresh red chilli 1½ tablespoons sesame oil 1 tablespoon low-salt soy sauce 2 tablespoons runny honey 2 tablespoons hoisin sauce 2 limes 4 free-range skinless chicken thighs 1 tablespoon rice wine vinegar 1 x 225 g packet of vermicelli 2 large shallots 2 spring onions ½ a bunch of fresh Thai basil ½ a bunch of fresh mint 3 tablespoons vegetable oil 200 g baby spinach 150 g broad beans 100 g frozen edamame beans 1 stick of lemongrass 5 cm piece of ginger 1 large fresh red chilli 1½ tablespoons sesame oil 1 tablespoon low-salt soy sauce 2 tablespoons runny honey 2 tablespoons hoisin sauce 2 limes 4 free-range skinless chicken thighs 1 tablespoon rice wine vinegar 1 x 225 g packet of vermicelli 2 large shallots 2 spring onions ½ a bunch of fresh Thai basil ½ a bunch of fresh mint 3 tablespoons vegetable oil 200 g baby spinach 150 g broad beans,not-too-tricky,chicken,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
